pan_id,date,season,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,sunshine_hours,water_depth_cm,brine_density_be,salt_thickness_mm,days_since_last_rain,precipitation_7d_forecast_mm,precipitation_probability_pct,next7d_rain_mm,harvest_readiness,climate_risk,harvest_ready_flag,yield_kg,action_recorded,area_m2,latitude,longitude
PAN-2,2022-03-03,summer,33.54,47.06,16.62,0.0,9.78,12.0,25.07,0.0,5,14.64,21.4,17.14,0.0959,0.2051,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-04,summer,31.37,63.72,24.18,0.0,9.63,11.8,24.19,0.0,6,10.24,19.8,8.88,0.0387,0.2067,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-05,summer,30.81,59.73,15.72,0.0,9.67,12.0,24.05,0.0,7,36.65,40.4,37.57,0.0,0.3044,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-06,summer,32.36,57.95,15.45,19.88,11.0,13.16,21.92,0.0,0,1.98,11.4,2.04,0.0,0.1809,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-07,summer,30.66,59.52,16.96,0.0,8.98,12.44,23.19,0.0,1,21.23,17.5,20.45,0.0396,0.2879,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-08,summer,31.73,49.03,24.31,10.57,9.84,12.19,23.67,0.0,0,8.68,12.7,8.9,0.0445,0.2062,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-09,summer,29.32,34.91,12.25,0.11,10.98,12.0,24.26,0.0,1,6.77,12.8,6.42,0.0077,0.0598,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-10,summer,28.66,36.25,22.38,0.0,8.87,12.0,24.62,0.0,2,38.06,34.6,34.43,0.1231,0.3587,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-11,summer,30.65,38.49,15.72,2.87,12.17,12.0,24.87,0.0,0,0.0,7.7,0.0,0.0985,0.1161,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-12,summer,30.6,49.64,26.66,0.0,10.82,12.0,25.23,0.0,1,18.04,30.2,18.22,0.1362,0.2713,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-13,summer,35.34,45.84,13.61,3.14,10.96,11.73,23.92,0.0,0,4.33,6.9,4.85,0.0,0.1867,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-14,summer,30.89,42.21,18.91,0.0,12.39,12.0,23.83,0.0,1,0.34,8.8,0.0,0.0129,0.1658,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-15,summer,29.03,46.55,9.91,0.0,10.47,12.0,24.01,0.0,2,0.0,16.3,0.0,0.0,0.129,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-16,summer,33.25,46.88,12.19,0.0,10.69,12.0,24.28,0.0,3,0.0,9.3,0.0,0.1337,0.1667,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-17,summer,33.17,40.97,14.63,0.0,10.28,12.0,24.61,0.0,4,1.64,9.6,1.48,0.066,0.1567,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-18,summer,30.98,49.83,14.5,0.0,13.0,12.0,24.88,0.0,5,0.0,10.6,0.0,0.1102,0.1067,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-19,summer,32.26,33.76,13.21,0.0,7.86,12.0,25.18,0.0,6,0.0,12.9,0.0,0.1491,0.1198,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-20,summer,33.74,20.97,8.99,0.0,11.82,11.72,23.88,0.0,7,0.0,0.0,0.0,0.0,0.1431,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-21,summer,30.56,23.1,13.41,0.0,11.44,12.0,23.77,0.0,8,0.0,13.4,0.0,0.0157,0.1294,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-22,summer,31.0,40.3,8.02,0.0,7.98,12.0,23.95,0.0,9,0.56,13.0,0.0,0.0,0.0725,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-23,summer,31.56,42.78,11.61,0.0,10.7,12.0,24.2,0.0,10,0.0,11.4,0.0,0.0691,0.083,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-24,summer,34.82,37.02,5.36,0.0,10.66,12.0,24.41,0.0,11,0.84,8.4,0.0,0.0669,0.1755,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-25,summer,33.82,37.25,6.29,0.0,11.42,12.0,24.64,0.0,12,0.38,7.9,0.0,0.0942,0.1833,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-26,summer,33.07,27.84,6.08,0.0,10.29,12.0,24.87,0.0,13,0.32,0.9,0.0,0.1318,0.1334,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-27,summer,31.79,25.73,5.89,0.0,9.09,12.0,25.08,0.0,14,7.58,18.6,7.29,0.2159,0.1021,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-28,summer,32.35,36.35,5.94,0.0,12.48,11.84,24.46,0.0,15,0.0,9.6,0.0,0.0433,0.2079,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-29,summer,30.34,31.55,9.28,0.0,11.12,12.0,24.43,0.0,16,5.92,9.6,6.1,0.099,0.1395,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-30,summer,32.04,30.54,3.72,0.0,10.92,12.0,24.6,0.0,17,0.0,13.3,0.0,0.1094,0.1115,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-03-31,summer,33.45,41.85,11.23,0.0,9.5,12.0,24.87,0.0,18,0.5,4.1,0.0,0.0361,0.1395,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-01,summer,33.47,49.77,3.1,0.0,10.11,12.0,24.99,0.0,19,0.46,9.5,0.0,0.1068,0.17,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-02,summer,33.89,29.89,0.0,0.0,10.63,12.0,25.11,0.0,20,29.77,36.8,29.54,0.1336,0.2886,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-03,summer,35.8,29.42,12.69,0.0,11.29,11.67,23.39,0.0,21,17.98,26.5,17.69,0.0,0.2114,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-04,summer,37.12,43.47,10.0,0.0,11.75,12.0,23.16,0.0,22,18.8,32.1,20.56,0.0,0.2457,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-05,summer,34.78,34.32,6.99,0.0,11.12,12.0,23.42,0.0,23,0.0,3.9,0.0,0.0146,0.1955,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-06,summer,35.62,33.29,10.56,0.62,10.52,12.0,23.77,0.0,24,0.0,0.0,0.0,0.0407,0.0,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-07,summer,33.68,39.62,3.52,0.0,10.66,12.0,23.93,0.0,25,18.08,17.1,19.64,0.0173,0.1727,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-08,summer,32.66,37.08,2.93,0.0,11.16,12.0,24.08,0.0,26,0.0,0.0,0.0,0.0123,0.1731,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-09,summer,33.93,35.07,5.32,0.0,12.18,12.0,24.3,0.0,27,0.42,6.1,0.0,0.0489,0.0786,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-10,summer,34.76,25.83,11.07,0.0,10.55,12.0,24.68,0.0,28,0.0,3.1,0.0,0.0861,0.09,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-11,summer,32.01,46.14,7.95,0.0,12.61,12.0,24.89,0.0,29,0.58,0.0,0.0,0.0712,0.1354,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-12,summer,33.72,28.83,9.74,0.0,10.09,12.0,25.2,0.0,30,0.0,0.0,0.0,0.1476,0.1509,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-13,summer,34.4,35.81,2.27,2.16,11.28,11.87,24.8,0.0,0,0.43,7.1,0.0,0.149,0.1308,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-14,summer,36.62,32.0,4.11,0.0,12.38,12.0,24.81,0.0,1,1.51,8.3,0.64,0.1185,0.1011,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-15,summer,35.87,45.12,5.57,0.0,10.27,12.0,25.01,0.0,2,16.59,17.7,18.11,0.1763,0.2004,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-16,summer,32.51,32.71,0.96,0.0,13.0,11.9,24.78,0.0,3,4.81,9.2,3.74,0.0218,0.1292,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-17,summer,35.96,45.78,0.0,0.0,10.55,12.0,24.7,0.0,4,25.95,35.5,25.53,0.0203,0.31,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-18,summer,34.9,25.05,8.5,0.0,10.48,12.0,25.03,0.0,5,11.1,28.3,12.45,0.1798,0.2075,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-19,summer,32.37,42.01,9.68,0.0,11.63,11.82,24.23,0.0,6,4.93,5.1,4.67,0.062,0.1388,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-20,summer,34.21,33.32,10.18,0.0,12.21,12.0,24.25,0.0,7,15.68,16.3,15.92,0.0198,0.1876,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-21,summer,33.56,22.52,1.73,0.0,10.3,12.0,24.41,0.0,8,8.48,27.5,7.84,0.0546,0.0899,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-22,summer,29.74,40.84,14.59,0.0,11.2,12.0,24.69,0.0,9,9.14,10.6,12.18,0.1112,0.2051,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-23,summer,30.57,47.71,10.28,0.0,11.6,12.0,24.9,0.0,10,11.25,0.0,9.86,0.1224,0.2152,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-24,summer,35.23,39.13,12.25,0.0,11.9,12.0,25.26,0.0,11,6.93,21.7,8.21,0.1997,0.1776,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-25,summer,31.37,30.36,8.7,0.0,9.81,11.8,24.49,0.0,12,10.66,15.7,10.67,0.1009,0.1761,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-26,summer,38.05,37.23,10.99,0.0,11.66,12.0,24.54,0.0,13,0.76,16.1,0.0,0.0902,0.1547,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-27,summer,34.86,38.64,5.71,0.0,8.31,12.0,24.74,0.0,14,0.79,25.2,0.0,0.0619,0.1323,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-28,summer,35.7,29.6,4.46,0.0,11.02,12.0,24.97,0.0,15,6.32,12.5,6.84,0.0868,0.1673,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-29,summer,32.4,26.58,0.0,0.0,12.42,12.0,25.09,0.0,16,0.83,15.5,0.0,0.1379,0.1345,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-04-30,summer,30.73,26.14,6.14,0.0,12.21,11.83,24.4,0.0,17,20.28,24.1,16.85,0.0272,0.3348,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-01,summer,33.94,30.1,11.82,0.0,12.1,12.0,24.48,0.0,18,1.08,1.9,0.0,0.0333,0.0884,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-02,summer,30.15,21.78,10.16,0.0,13.0,12.0,24.8,0.0,19,0.0,17.8,0.0,0.0164,0.1689,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-03,summer,33.53,27.73,11.16,0.0,12.82,12.0,25.17,0.0,20,16.25,22.5,14.87,0.1292,0.3051,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-04,summer,32.13,34.17,9.93,0.0,10.05,11.79,24.29,0.0,21,40.76,53.1,37.69,0.0,0.3173,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-05,summer,34.26,23.33,7.88,0.0,9.5,12.0,24.22,0.0,22,50.91,38.5,44.08,0.041,0.4066,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-06,summer,33.51,48.04,10.51,0.0,9.68,12.0,24.45,0.0,23,0.0,0.9,0.0,0.0507,0.1025,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-07,summer,30.81,25.82,2.35,0.0,11.61,12.0,24.6,0.0,24,0.18,0.0,0.0,0.1307,0.0198,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-08,summer,35.37,32.94,16.49,0.0,11.75,12.0,24.58,0.0,25,0.5,7.3,0.0,0.0438,0.199,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-09,summer,34.77,24.47,8.58,0.0,12.33,12.0,24.93,0.0,26,0.25,11.8,0.0,0.1149,0.1247,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-10,summer,33.83,44.43,4.38,0.0,9.7,12.0,25.09,0.0,27,6.17,20.9,5.79,0.0497,0.1799,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-11,summer,31.98,33.45,3.55,0.0,9.72,11.88,24.75,0.0,28,0.05,17.0,0.0,0.0624,0.0425,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-12,summer,34.09,42.66,11.84,0.0,10.38,12.0,24.83,0.0,29,0.0,6.7,0.0,0.0665,0.13,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-13,summer,35.08,26.95,10.07,0.0,12.01,12.0,25.21,0.0,30,0.05,0.0,0.0,0.1541,0.1242,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-14,summer,33.02,41.55,0.76,0.0,11.24,11.91,25.12,0.0,31,17.77,16.7,16.62,0.1471,0.1498,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-15,summer,33.36,30.96,7.89,0.0,11.62,11.79,24.02,0.0,32,2.77,5.1,2.48,0.0158,0.0886,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-16,summer,36.28,32.95,8.69,0.0,11.25,12.0,23.99,0.0,33,11.64,14.2,13.98,0.0271,0.1872,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-17,summer,30.2,39.71,0.0,0.0,13.0,12.0,24.08,0.0,34,7.46,8.7,6.03,0.0435,0.1372,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-18,summer,34.19,35.96,11.87,0.0,13.0,12.0,24.44,0.0,35,0.66,2.2,0.0,0.0765,0.0181,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-19,summer,36.11,38.04,6.55,0.0,10.62,12.0,24.69,0.0,36,0.0,0.0,0.0,0.107,0.1041,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-20,summer,32.14,24.09,8.89,0.0,11.2,12.0,24.99,0.0,37,0.17,4.6,0.0,0.1447,0.0825,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-21,summer,37.56,33.24,9.54,0.0,10.48,12.0,25.35,0.0,38,0.0,13.8,0.0,0.133,0.0,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-22,summer,37.05,19.68,0.0,0.0,10.62,11.86,25.01,0.0,39,0.0,5.1,0.0,0.1463,0.1269,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-23,summer,30.87,41.78,5.3,14.07,10.28,12.73,22.63,0.0,0,0.71,0.0,0.0,0.0938,0.0845,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-24,summer,34.01,24.6,11.66,0.0,10.84,12.0,24.18,0.0,1,3.83,10.1,3.9,0.0595,0.1693,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-25,summer,33.27,34.05,5.28,0.0,10.87,12.0,24.39,0.0,2,10.9,15.6,12.05,0.0389,0.1972,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-26,summer,33.47,26.82,1.87,0.0,10.08,12.0,24.55,0.0,3,1.16,9.4,0.92,0.1141,0.1398,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-27,summer,32.87,42.46,2.54,0.0,11.66,12.0,24.69,0.0,4,1.93,10.3,1.96,0.0892,0.2138,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-28,summer,31.41,31.35,0.0,0.0,11.98,12.0,24.8,0.0,5,58.74,45.9,49.54,0.0593,0.4425,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-29,summer,34.5,34.27,12.74,0.0,9.98,12.0,25.16,0.0,6,0.0,13.8,0.0,0.1776,0.0787,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-30,summer,36.59,43.18,8.92,0.0,11.59,11.77,24.15,0.0,7,3.77,8.2,4.91,0.0314,0.1005,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-05-31,summer,31.32,42.62,6.19,0.0,9.93,12.0,23.92,0.0,8,1.2,6.8,0.0,0.11,0.042,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-01,summer,34.17,31.77,14.56,1.71,9.41,12.0,24.26,0.0,0,4.57,8.9,4.04,0.0486,0.1306,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-02,summer,32.33,35.99,9.53,0.0,10.07,12.0,24.52,0.0,1,0.0,11.6,0.0,0.0406,0.1593,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-03,summer,33.39,40.76,11.39,11.28,9.08,12.2,24.12,0.0,0,3.26,0.0,2.65,0.0805,0.1602,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-04,summer,35.06,38.08,10.13,0.0,10.79,12.0,24.77,0.0,1,0.71,14.8,0.0,0.0831,0.0986,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-05,summer,34.25,38.34,10.19,0.0,11.44,12.0,25.07,0.0,2,9.15,15.2,11.77,0.165,0.1867,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-06,summer,32.45,47.13,8.5,0.0,10.59,11.85,24.5,0.0,3,0.0,1.7,0.48,0.0078,0.0673,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-07,summer,31.69,34.37,7.36,0.0,11.96,12.0,24.47,0.0,4,3.06,0.7,2.98,0.0156,0.1956,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-08,summer,30.59,36.95,9.53,0.0,12.82,12.0,24.72,0.0,5,0.0,5.1,0.0,0.0833,0.0268,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-09,summer,33.93,45.52,10.71,0.0,11.41,12.0,24.99,0.0,6,0.13,8.4,0.0,0.1399,0.0799,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-10,summer,28.63,31.28,4.83,0.0,9.9,12.0,25.14,0.0,7,2.03,3.5,2.4,0.1038,0.1501,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-11,summer,33.45,35.11,5.81,0.0,10.92,11.83,24.51,0.0,8,0.01,13.9,0.44,0.0702,0.1188,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-12,summer,30.27,32.72,2.56,0.0,7.93,12.0,24.33,0.0,9,0.17,0.0,0.0,0.0516,0.0415,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-13,summer,34.96,46.14,11.0,0.0,13.0,12.0,24.63,0.0,10,0.0,19.6,0.0,0.0411,0.1448,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-14,summer,30.08,54.27,10.28,0.0,12.73,12.0,24.81,0.0,11,0.0,15.2,0.0,0.1597,0.2052,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-15,summer,31.76,38.19,7.36,0.0,10.19,12.0,25.02,0.0,12,22.32,33.3,24.83,0.1658,0.2817,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-16,summer,30.99,47.81,4.36,0.0,10.17,11.91,24.81,0.0,13,1.2,9.6,0.0,0.0732,0.0657,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-17,summer,34.34,42.93,5.97,0.0,10.01,12.0,24.85,0.0,14,0.76,6.9,0.0,0.1064,0.0971,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-18,summer,29.76,44.95,8.32,0.0,13.0,12.0,25.04,0.0,15,0.0,4.2,0.0,0.1323,0.1298,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-19,summer,33.84,40.08,11.13,0.0,13.0,11.76,23.88,0.0,16,0.27,1.2,0.0,0.0,0.0371,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-20,summer,31.43,27.79,8.58,0.0,11.37,12.0,23.74,0.0,17,2.22,0.2,2.5,0.0328,0.2244,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-21,summer,33.38,39.7,8.63,0.0,9.48,12.0,23.98,0.0,18,1.4,15.6,1.26,0.0811,0.1559,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-22,summer,33.31,41.92,13.79,0.0,12.37,12.0,24.32,0.0,19,4.33,14.7,3.71,0.0,0.1208,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-23,summer,32.41,49.96,16.7,0.0,11.19,12.0,24.63,0.0,20,6.51,24.9,5.55,0.0505,0.1065,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-24,summer,32.3,43.61,7.87,0.0,11.85,12.0,24.84,0.0,21,1.45,2.9,1.59,0.1341,0.2187,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-25,summer,32.87,42.33,6.21,0.0,12.47,12.0,25.04,0.0,22,1.03,15.7,0.0,0.1607,0.1214,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-26,summer,31.42,47.24,5.76,0.0,10.28,11.89,24.72,0.0,23,12.94,28.2,17.13,0.1684,0.2162,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-27,summer,30.37,40.21,11.0,0.0,11.69,12.0,24.77,0.0,24,3.55,11.5,4.06,0.0829,0.1596,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-28,summer,30.91,30.4,4.1,0.0,11.54,12.0,24.94,0.0,25,0.0,3.7,0.0,0.0921,0.1138,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-29,summer,32.15,44.41,5.35,0.0,10.01,12.0,25.1,0.0,26,17.6,24.8,17.84,0.1599,0.2876,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-06-30,summer,32.69,41.18,3.6,0.0,11.33,11.88,24.77,0.0,27,1.08,3.6,1.2,0.0796,0.1514,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-01,monsoon,31.63,42.8,13.33,0.0,9.92,12.0,24.83,0.0,28,41.74,33.8,38.75,0.1201,0.3817,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-02,monsoon,31.6,44.51,5.61,0.0,12.97,12.0,25.0,0.0,29,9.29,9.5,8.41,0.163,0.1273,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-03,monsoon,30.06,35.65,9.68,0.0,10.98,11.83,24.25,0.0,30,0.12,0.2,0.0,0.0535,0.1223,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-04,monsoon,29.64,38.16,16.92,0.0,9.57,12.0,24.26,0.0,31,4.79,14.1,5.07,0.0459,0.1927,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-05,monsoon,30.7,47.12,20.25,0.0,11.49,12.0,24.6,0.0,32,1.65,13.7,1.31,0.0,0.1044,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-06,monsoon,30.46,46.93,18.68,0.0,10.75,12.0,24.91,0.0,33,0.65,16.2,0.0,0.0951,0.0837,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-07,monsoon,31.72,43.07,17.65,0.0,9.97,12.0,25.24,0.0,34,29.16,33.9,30.29,0.1167,0.3437,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-08,monsoon,29.2,57.06,21.21,0.0,9.3,11.8,24.47,0.0,35,39.99,40.0,38.59,0.0806,0.368,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-09,monsoon,30.45,56.25,15.14,1.39,10.79,12.0,24.3,0.0,0,23.59,9.3,23.08,0.0407,0.2606,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-10,monsoon,29.94,51.81,15.76,0.0,8.64,12.0,24.52,0.0,1,40.07,42.8,36.15,0.0,0.3425,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-11,monsoon,32.47,59.39,16.91,11.44,11.67,12.27,23.98,0.0,0,11.38,19.6,11.07,0.0,0.2575,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-12,monsoon,29.01,33.25,16.73,0.0,8.79,12.0,24.75,0.0,1,44.1,47.4,49.81,0.1296,0.482,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-13,monsoon,28.19,51.67,17.47,0.0,9.91,12.0,24.98,0.0,2,8.11,16.3,6.9,0.0747,0.1106,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-14,monsoon,28.19,52.94,21.34,0.0,10.85,12.0,25.25,0.0,3,16.09,23.1,17.61,0.1348,0.211,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-15,monsoon,31.35,56.85,21.52,13.28,11.48,12.28,22.91,0.0,0,76.3,66.9,71.26,0.0409,0.6309,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-16,monsoon,28.4,54.91,24.76,0.0,11.3,12.0,23.66,0.0,1,40.17,52.0,41.26,0.0,0.3537,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-17,monsoon,26.33,48.82,27.55,20.22,10.8,12.92,21.98,0.0,0,66.81,68.5,71.29,0.0,0.5606,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-18,monsoon,25.42,61.98,29.85,0.0,8.15,12.17,23.34,0.0,1,5.73,15.1,6.88,0.0628,0.1949,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-19,monsoon,29.84,46.84,14.63,22.27,9.75,13.57,20.94,0.0,0,5.98,8.7,5.58,0.0,0.131,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-20,monsoon,31.92,55.92,25.94,0.0,9.44,12.38,22.96,0.0,1,53.5,55.3,55.39,0.0037,0.4489,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-21,monsoon,28.35,57.02,23.85,0.36,11.5,12.0,23.85,0.0,2,2.0,15.6,1.98,0.001,0.1353,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-22,monsoon,30.24,74.46,27.18,0.0,8.99,12.0,24.04,0.0,3,38.97,48.5,45.21,0.0571,0.4042,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-23,monsoon,28.33,59.34,27.32,13.68,10.16,12.41,23.25,0.0,0,15.18,25.8,18.01,0.0,0.1853,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-24,monsoon,27.12,59.88,27.11,0.0,9.18,12.0,24.17,0.0,1,13.35,21.6,14.51,0.0211,0.1715,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-25,monsoon,25.02,64.42,29.91,5.92,9.43,12.0,24.21,0.0,0,51.65,52.0,54.77,0.0,0.4603,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-26,monsoon,26.8,72.1,21.56,2.1,9.88,12.0,24.29,0.0,0,88.81,79.2,80.56,0.0037,0.6382,0,0.0,,5000.0,21.7645,72.1519
PAN-2,2022-07-27,monsoon,28.18,71.7,23.8,32.04,9.14,14.63,19.92,0.0,0,24.12,25.3,27.87,0.0,0.183,0,0.0,,5000.0,21.7645,72.1519
